No,Title,Tags,Status,Link
6893,[BUG] Code in `node_modules` not updated when branch in dependency changes,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/6893
6890,[BUG] _auth is valid only for registry url with 1 slash,Awaiting Information;Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/6890
6889,[BUG] dedupe doesn't find duplicate,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/6889
6887,"[BUG] errors corrected: Removed invalid ""scripts""",Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/6887
6886,[BUG] code CA_CREATE_SIGNING_CERTIFICATE_ERROR; error creating signing certificate,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/6886
6872,`npm query` exit status,,Closed,https://github.com/npm/cli/issues/6872
6870,Cannot find module './es6/validate-engines.js',Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/6870
6869,[BUG] [DEP0170] DeprecationWarning for git+ssh:// dependencies,Bug;Priority 2;Release 9.x;Release 10.x,Closed,https://github.com/npm/cli/issues/6869
6867,[BUG] Relationships in SPDX sbom pointing in wrong direction,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/6867
6866,"[BUG] npm update -g npm on Node 20.3.1 issues ""EBADENGINE Unsupported engine"" warnings. Did I break my installation??",Bug;Release 10.x,Closed,https://github.com/npm/cli/issues/6866
6855,Node.js module changes,,Closed,https://github.com/npm/cli/issues/6855
6854,[BUG] MaxListenersExceededWarning: Possible EventEmitter memory leak detected.,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/6854
6852,missing lru-cache,Bug;Release 10.x,Closed,https://github.com/npm/cli/issues/6852
6851,Volkan,,Closed,https://github.com/npm/cli/issues/6851
6845,[BUG] `engines` in `package.json` doesn't work,Bug;Needs Triage;Release 9.x;Release 10.x,Closed,https://github.com/npm/cli/issues/6845
6842,[BUG] node-gyp fails to spawn (9.7.2 - 9.8.1),Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6842
6840,Audit API lockfileVersion 3,,Closed,https://github.com/npm/cli/issues/6840
6835,[BUG] NPM 10 ignores proxy configuration via environment variables,Bug;Priority 1;Release 10.x;regression:10.x,Closed,https://github.com/npm/cli/issues/6835
6834,[DOCS] npm ERR! Exit handler never called!,Needs Triage;Documentation,Closed,https://github.com/npm/cli/issues/6834
6833,"Allow package.json ""engines"" to support LTS",,Closed,https://github.com/npm/cli/issues/6833
6832,npm init failed to initialise  with the ERROR MESSAGE: ,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6832
6828,[BUG] Query dependencies of a child workspace returns no results,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6828
6825,release-please-config.json,,Closed,https://github.com/npm/cli/issues/6825
6822,npm v6 uninstalling the older version globally when newer version installation fails,,Closed,https://github.com/npm/cli/issues/6822
6821,[BUG] npm uninstalling the older version globally when newer version installation fails,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/6821
6820,[BUG] npm in Node.js nightly release consistently prints warning messages,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/6820
6818,[BUG] Support dollar notation also for peerDependencies,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6818
6816,[BUG] prepack/postpack output is incorrectly suppressed,Bug;Needs Triage;Release 9.x;Release 10.x,Closed,https://github.com/npm/cli/issues/6816
6810,error when installing npm on a ccu3,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/6810
6797,[BUG] Bad Request error on upgrade of npm,Awaiting Information;Bug;Release 10.x,Closed,https://github.com/npm/cli/issues/6797
6788,[BUG] npm v6 does not install on nodejs v6,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6788
6785,[BUG] all commands fail: `TypeError: LRU is not a constructor`,Awaiting Information;Bug;Release 10.x,Closed,https://github.com/npm/cli/issues/6785
6774,[BUG] Wrong tag mentioned in publish log when publishing a prerelease,Bug;Needs Triage;Release 10.x,Closed,https://github.com/npm/cli/issues/6774
6765,[BUG] npx resolving wrong binary when using a workspace,Bug;Priority 1;Release 9.x,Closed,https://github.com/npm/cli/issues/6765
6763,[BUG] MaxListenersExceededWarning: Possible EventEmitter memory leak detected. (v10),Bug;Priority 2;Release 10.x;regression:10.x,Closed,https://github.com/npm/cli/issues/6763
6761,[BUG] <title>,Release 8.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/6761
6760,[BUG] NPM v10.0.0 fails to communicate correctly with HTTP proxy (HTTP 400),Bug;Priority 0;Release 10.x,Closed,https://github.com/npm/cli/issues/6760
6754,[DOCS] No docs published for v10,Priority 0;Documentation;Release 10.x,Closed,https://github.com/npm/cli/issues/6754
6750,[BUG] avoid accidentally running code from un-installed packages,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6750
6740,[BUG] `npm stars` doesn't show any packages,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6740
6739,[BUG] Why is the package version in package.json file not updated when I use the command npm up,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6739
6738,[BUG] yarn.lock not included by `npm pack`,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6738
6737,[BUG] <title>,Release 8.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/6737
6736,[BUG] <title>,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6736
6735,[DOCS] <title>,Needs Triage;Documentation,Closed,https://github.com/npm/cli/issues/6735
6734,[DOCS] <title>,Needs Triage;Documentation,Closed,https://github.com/npm/cli/issues/6734
6733,[BUG] run-script across workspaces doesn't fail when scripts are missing,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6733
6730,Npm Exit handler never called! Error,,Closed,https://github.com/npm/cli/issues/6730
6724,Multiple Errors,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6724
6718,"[DOCS] npx reports ""high severity vulnerabilities"" with an issue suggestion that is broken",Needs Triage;Documentation,Closed,https://github.com/npm/cli/issues/6718
6710,[BUG] npm commands don't work on PowerShell (but work on Command Prompt),Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6710
6703,[BUG] Doesnt locate index.html,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6703
6699,[override] how to override dependency with another dependency,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6699
6693,"[BUG] npm publish performs retry after ""503 Service Unavailable"" which results in ""403 Forbidden"" as package was actually published on first try",Release 8.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/6693
6689,[BUG] Empty publisher,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6689
6681,[BUG] NPM Install is slow on local network but works fine with my mobile carrier network.,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6681
6676,npm install is always in global mode,,Closed,https://github.com/npm/cli/issues/6676
6671,Problem,,Closed,https://github.com/npm/cli/issues/6671
6669,npm,,Closed,https://github.com/npm/cli/issues/6669
6665,[BUG] Cannot read properties of undefined (reading 'isStream'),Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6665
6662,[BUG] `npm_execpath` is set to the path of `npx` instead of `npm`,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6662
6657,"[BUG] Why does when i enter npm install, it said ERR and state that the error is npm itself? ",Release 8.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/6657
6655,[BUG] semver vulnerability - Is there a public version to move onto that doesn't have it?,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6655
6647,[BUG] eference project in workspace npm create,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6647
6644,[BUG] npm i failing for random packages on retry saying package not found,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6644
6640,not able to install salesforce cli using npm,,Closed,https://github.com/npm/cli/issues/6640
6635,[BUG] Cannot find module '@npmcli/config',Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6635
6632,[DOCS] `description` field section anchor in invalid,Needs Triage;Documentation,Closed,https://github.com/npm/cli/issues/6632
6631,[BUG] <title>,Release 8.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/6631
6629,[BUG] Could not find 'xxx/**/*test.ts',Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6629
6628,[BUG] miossing package-lock.json after running npm i,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6628
6610,[npm-install] <help no very helpful>,Needs Triage;Documentation,Closed,https://github.com/npm/cli/issues/6610
6608,Add support for json5,,Closed,https://github.com/npm/cli/issues/6608
6607,How to get all direct package dependants,,Closed,https://github.com/npm/cli/issues/6607
6592,[BUG] npm profile not work when use web-auth,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6592
6572,Exit handler never called!ts: sill reify mark deleted,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6572
6550,/[dalai] <title>,Needs Triage;Documentation,Closed,https://github.com/npm/cli/issues/6550
6547,[BUG] npm >= 9.6.7 does not pass signals to the running script,Release 8.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/6547
6541,[BUG] `npm run`: '--' prefixed flags invalid,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6541
6528,[BUG] Undocumented change in behaviour in npm v7 around npm install from package-lock,Release 8.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/6528
6524,[DOCS] <title>,Needs Triage;Documentation,Closed,https://github.com/npm/cli/issues/6524
6523,[BUG] ERR! Exit handler never called!,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6523
6519,[BUG] NPM passes the --ignore-scripts option to all dependencies.,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6519
6516,"[BUG] multiple ""omit"" options in the .npmrc file are not accepted",Bug;Priority 1;Release 9.x;ws:config,Closed,https://github.com/npm/cli/issues/6516
6505,[BUG] Exit handler never called when calling npm adduser,Release 8.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/6505
6499,[DOCS] npm-ci,Needs Triage;Documentation,Closed,https://github.com/npm/cli/issues/6499
6493,[BUG] <title>npm i -D nodemon,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6493
6492,[BUG] null not handled by broken npm,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6492
6478,[BUG] <Node 18.16.0 doesn't support npm 9.5.1>,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6478
6473,[DOCS] `npm help dedupe` mentions an option for `npm install` that is not documented in `npm help install`,Priority 2;Documentation,Closed,https://github.com/npm/cli/issues/6473
6471,Exit handler never called!,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6471
6469,[BUG] `npm` and `npx` not working since Node.js 20.2.0,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6469
6463,Implement equivalent of Python's PIP's REQUESTED ,,Closed,https://github.com/npm/cli/issues/6463
6462,[BUG] Installing @linthtml/linthtml puts lockfile into bad state,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6462
6459,[BUG] <title>,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6459
6457,npm ERR! Exit handler never called!,,Closed,https://github.com/npm/cli/issues/6457
6456,[BUG] npm install --legacy-peer-deps throws error Cannot read properties of undefined (reading 'spec'),Release 8.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/6456
6454,NPM Minify Issue,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6454
6453,[DOCS] rebuild command needs new description,Priority 2;Documentation,Closed,https://github.com/npm/cli/issues/6453
6452,Intermediate failure on NPM install step in Azure DevOps pipeline reopen,,Closed,https://github.com/npm/cli/issues/6452
6451,npm install Error,Needs Triage;Documentation,Closed,https://github.com/npm/cli/issues/6451
6450,[BUG] `npx` downloads the same version of the same package multiple times if described differently,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6450
6448,Npm Err,,Closed,https://github.com/npm/cli/issues/6448
6447,npm ERR! Cannot read properties of null (reading 'edgesOut')[BUG],Release 8.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/6447
6446,[BUG] npm install not working,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6446
6444,Trobles installing Gatsby 5.9,,Closed,https://github.com/npm/cli/issues/6444
6442,npm -v command throws access denied at random instances.,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6442
6441,[BUG] npm ci --omit-dev is not omitting dev dependencies of child workspaces when conflicting with root,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6441
6439,[BUG] <title>,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6439
6438,[BUG] node:internal/modules/cjs/loader:1050,Release 8.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/6438
6436,[BUG] Package visibility fails on GH packages with provenance,Bug;Priority 2;Release 9.x,Closed,https://github.com/npm/cli/issues/6436
6433,"[BUG] npm ERR! request to https://registry.npmjs.org/create-next-app failed, reason: Socket connection timeout",Release 8.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/6433
6431,Error: Cannot find module './spawn.js' while running any npm command,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6431
6427,[BUG] npm deleting contents of local directory,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6427
6420,"[BUG] ""npm install"" differs from ""semver.maxSatisfying()"" when using ""||"" with pre-release versions",Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6420
6419,"[BUG] ""npm install"" differs from ""semver.maxSatisfying()"" when using ""||""",Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6419
6414,IPv6 Routing Debugging Request - REF: #4163,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6414
6409,npm ERR! Exit handler never called!,,Closed,https://github.com/npm/cli/issues/6409
6408,[BUG] `npm view package@latest` exits with code 0 and no output if `latest` tag does not exist,Bug;Needs Triage;Release 9.x,Closed,https://github.com/npm/cli/issues/6408
